accession,tax_selection,group,taxon_name,taxon_id,assembly_level,category,gs,k_gs,bb,k1_bb,hapaxes,entropy,genome_size,acgt_bases,gc_content,annotated_genes,protein_coding_genes,non_coding_genes
GCF_009363855.1,Bacteria,bacteria,Microvirga thermotolerans,2651334,Complete Genome,representative genome,0.259721085,9,0.128961338,21,98.634668645,0.269031437,3823049,3823049,67.5,3635,3543,61
GCF_014058705.1,Bacteria,bacteria,Aureimonas mangrovi,2758041,Complete Genome,representative genome,0.296338078,9,0.051032443,21,99.75917498,0.282719455,3485124,3485124,67.0,3390,3295,58
GCF_016904675.1,Bacteria,bacteria,Arcanobacterium phocisimile,1302235,Complete Genome,representative genome,0.295936766,7,0.185331932,20,97.606844915,0.060603854,1988065,1988065,51.0,1796,1699,65
GCF_900105535.1,Bacteria,bacteria,Pseudarthrobacter equi,728066,Chromosome,representative genome,0.22078751,10,0.147257776,22,98.008794236,0.513565578,4459178,4459078,66.0,4083,3980,68
GCF_019575995.1,Bacteria,bacteria,Apilactobacillus kunkeei,148814,Complete Genome,representative genome,0.165165713,9,0.203759891,20,97.763124791,0.492257114,1542216,1542216,36.5,1439,1350,82
GCF_018394055.1,Bacteria,bacteria,Weissella ceti,759620,Complete Genome,representative genome,0.215431139,9,0.189512068,20,97.931557986,0.517131445,1505791,1505791,40.5,1577,1475,97
GCF_030295685.1,Bacteria,bacteria,Halopseudomonas aestusnigri,857252,Complete Genome,representative genome,0.294582215,9,0.150645099,21,98.702445305,0.298426601,3839705,3839705,61.0,3544,3444,75
GCF_014672715.2,Bacteria,bacteria,Dehalogenimonas etheniformans,1536648,Complete Genome,representative genome,0.316105724,8,0.119683297,20,98.834889682,0.175690894,2068322,2068322,52.0,2082,2018,52
GCF_011604665.1,Bacteria,bacteria,Bradyrhizobium symbiodeficiens,1404367,Complete Genome,representative genome,0.319922581,10,0.13796982,22,98.540258002,0.421863651,6920286,6920286,64.5,6581,6459,55
GCF_000953655.1,Bacteria,bacteria,Legionella hackeliae,449,Complete Genome,representative genome,0.122681017,9,0.170295783,21,97.875499011,0.322387689,3570857,3570857,39.0,3212,3120,59
GCF_900095795.1,Bacteria,bacteria,Petrimonas mucosa,1642646,Complete Genome,representative genome,0.35847871,8,0.390803531,21,91.09210189,0.113266844,3717632,3717632,48.0,3021,2917,57
GCF_013349145.1,Bacteria,bacteria,Mycolicibacterium smegmatis,1772,Chromosome,representative genome,0.283158904,10,0.24729298,22,96.570256813,0.386434199,6995345,6995145,67.5,6722,6539,59
GCF_021018765.1,Bacteria,bacteria,Pseudomonas fitomaticsae,2837969,Complete Genome,representative genome,0.360821362,10,0.146761523,22,98.606173571,0.46334919,6492796,6492796,60.5,5921,5760,95
GCF_013201075.1,Bacteria,bacteria,Lichenicola cladoniae,1484109,Complete Genome,representative genome,0.259616834,10,0.24326308,22,96.079937596,0.465995424,6061304,6061304,64.5,5687,5398,63
GCF_000023245.1,Bacteria,bacteria,Actinosynnema mirum DSM 43827,446462,Complete Genome,representative genome,0.264699895,10,0.129622064,22,98.768168075,0.277614858,8248144,8248144,73.5,7143,6961,76
GCF_022376295.1,Bacteria,bacteria,Nodularia sphaerocarpa UHCC 0038,2761619,Complete Genome,representative genome,0.237726237,10,0.220210583,22,97.35458645,0.534092257,5451672,5451666,41.5,4557,4444,60
GCF_002804205.1,Bacteria,bacteria,Entomoplasma freundtii,74700,Complete Genome,representative genome,0.147880282,9,0.153776997,19,98.050936946,0.611751122,838114,838114,34.5,740,696,42
GCF_020084865.1,Bacteria,bacteria,Candidatus Kaistella beijingensis,2820270,Complete Genome,representative genome,0.274707808,9,0.135344915,21,98.681649658,0.349985825,2816191,2816191,37.0,2634,2569,47
GCF_030036535.1,Bacteria,bacteria,Agrobacterium cucumeris,2862866,Complete Genome,representative genome,0.387657038,9,0.133939253,22,98.808989418,0.229712418,5703077,5703077,59.0,5293,5175,69
GCF_000020465.1,Bacteria,bacteria,Chlorobium limicola DSM 245,290315,Complete Genome,representative genome,0.460013039,8,0.260994692,21,96.086511065,0.14221475,2763181,2763181,51.5,2532,2451,57
GCF_009177095.1,Bacteria,bacteria,Lacipirellula parvula,2650471,Complete Genome,representative genome,0.284190101,10,0.136756386,22,99.119706407,0.459470531,6922258,6922258,61.5,5485,5394,67
GCF_021613355.1,Bacteria,bacteria,Pseudoalteromonas mariniglutinosa NCIMB 1770,1315277,Chromosome,representative genome,0.241296263,9,0.218868878,22,97.525269561,0.255226906,5031620,5031620,41.0,4431,4272,123
GCF_003614435.1,Bacteria,bacteria,Mycobacterium paragordonae,1389713,Complete Genome,representative genome,0.21908418,10,0.189954303,22,97.812611908,0.407567129,7224251,7224251,67.0,6518,6337,54
GCF_002005485.1,Bacteria,bacteria,Gluconobacter albidus,318683,Complete Genome,representative genome,0.304350843,9,0.133146283,21,98.526410141,0.325322319,3369297,3369297,59.5,3141,3021,76
GCF_011382965.1,Bacteria,bacteria,Leucobacter insecticola,2714934,Complete Genome,representative genome,0.207850043,9,0.201280469,21,96.997546961,0.350785761,2916402,2916402,62.5,2808,2503,56
GCF_000092845.1,Bacteria,bacteria,Brachyspira murdochii DSM 12563,526224,Complete Genome,representative genome,0.139214679,10,0.248604853,21,95.692524762,0.505546064,3241804,3241804,28.0,2902,2835,41
GCF_000504585.2,Bacteria,bacteria,Pandoraea pnomenusa,93220,Complete Genome,representative genome,0.271428647,10,0.098602521,22,99.227505025,0.475846795,5385946,5385946,65.0,4861,4696,82
GCF_001618845.1,Bacteria,bacteria,Mesorhizobium ciceri biovar biserrulae,278148,Complete Genome,representative genome,0.328389826,10,0.116098751,22,99.128700179,0.441344103,6880454,6880454,62.5,6597,6408,62
GCF_013170785.1,Bacteria,bacteria,Mesorhizobium jarvisii,1777867,Complete Genome,representative genome,0.329351384,10,0.122821968,22,98.938215587,0.42795857,7201057,7201057,63.0,7129,6900,62
GCF_000176915.2,Bacteria,bacteria,Pseudodesulfovibrio aespoeensis Aspo-2,643562,Complete Genome,representative genome,0.296756221,9,0.187670403,21,97.874397094,0.303193582,3629109,3629109,62.5,3396,3298,65
GCF_003076475.1,Bacteria,bacteria,Flavobacterium kingsejongi,1678728,Complete Genome,representative genome,0.233261964,10,0.401889962,22,92.721930137,0.587615864,4224053,4224053,40.0,3829,3712,76
GCF_008195825.1,Bacteria,bacteria,Pedobacter aquae,2605747,Complete Genome,representative genome,0.193764731,10,0.211964978,21,97.096747996,0.562234559,3854044,3854044,35.0,3495,3360,67
GCF_014898155.1,Bacteria,bacteria,Bifidobacterium eulemuris,1765219,Complete Genome,representative genome,0.296845313,9,0.202769203,21,97.00946892,0.346022384,2920839,2920839,62.0,2381,2271,61
GCF_004803915.1,Bacteria,bacteria,Duncaniella dubosii,2518971,Chromosome,representative genome,0.341766209,8,0.339056641,21,93.385438976,0.112958495,3691168,3691068,48.0,3349,3107,68
GCF_009884975.1,Bacteria,bacteria,Acinetobacter dispersus,70348,Complete Genome,representative genome,0.230800003,9,0.189703902,21,97.890886522,0.295334933,4024840,4024840,40.5,3763,3612,97
GCF_000011745.1,Bacteria,bacteria,Candidatus Blochmannia pennsylvanicus str. BPEN,291272,Complete Genome,representative genome,0.045310995,5,0.045052587,19,99.908922673,0.012207063,791654,791654,29.5,662,608,45
GCF_024347035.1,Bacteria,bacteria,Vibrio plantisponsor,664643,Complete Genome,representative genome,0.234382365,9,0.20392093,22,97.984500594,0.274672245,4509247,4509247,44.0,4144,3976,142
GCF_026810365.1,Bacteria,bacteria,Flavobacterium praedii,3002900,Complete Genome,representative genome,0.145066604,10,0.248862552,21,96.626264623,0.546329432,4168457,4168457,33.5,3549,3460,80
GCF_001027285.1,Bacteria,bacteria,Archangium gephyra,48,Complete Genome,representative genome,0.27650624,10,0.156866419,23,98.094913859,0.267837467,12489432,12489432,69.5,10000,9798,103
GCF_006770285.1,Bacteria,bacteria,Lactococcus paracarnosus,2749962,Complete Genome,representative genome,0.143364345,9,0.199859836,21,96.840255704,0.418727606,2265140,2265140,38.0,2247,2135,77
GCF_002355275.1,Bacteria,bacteria,Rhizorhabdus dicambivorans,1850238,Complete Genome,representative genome,0.295952108,10,0.282193206,22,95.371502965,0.46025962,5541299,5541299,65.5,5308,5152,58
GCF_020923495.1,Bacteria,bacteria,Anoxybacillus sediminis,2613334,Complete Genome,representative genome,0.355525386,9,0.284084762,21,96.028782791,0.299313529,3931259,3931259,56.5,3866,3629,140
GCF_016028735.1,Bacteria,bacteria,Oligella ureolytica,90244,Complete Genome,representative genome,0.23282648,9,0.367461931,21,92.90497512,0.374227669,2832856,2832856,45.0,2724,2579,56
GCF_003194085.1,Bacteria,bacteria,Aurantimicrobium photophilum,1987356,Complete Genome,representative genome,0.336590048,8,0.107186385,20,99.009635346,0.200843206,1748063,1748063,54.5,1762,1705,47
GCF_900637515.1,Bacteria,bacteria,Veillonella dispar,39778,Complete Genome,representative genome,0.146422484,9,0.1473378,21,98.179503471,0.436565666,2116915,2116915,39.0,1983,1911,64
GCF_022354085.1,Bacteria,bacteria,Shigella dysenteriae,622,Complete Genome,representative genome,0.469217423,8,0.185825098,22,98.106990829,0.08767134,5192674,5192674,50.5,4996,4748,116
GCF_024722375.1,Bacteria,bacteria,Mycoplasma iguanae,292461,Complete Genome,representative genome,0.116937078,8,0.082133149,19,99.493914334,0.319938063,688439,688439,27.0,625,587,36
GCF_014621695.1,Bacteria,bacteria,Streptomyces xanthii,2768069,Complete Genome,representative genome,0.2438025,10,0.150026429,22,98.729305522,0.302588448,8354710,8354710,72.0,7606,7442,92
GCF_003851555.1,Bacteria,bacteria,Pseudomonas synxantha,47883,Complete Genome,representative genome,0.31686587,10,0.202997105,22,97.985662971,0.481540671,6562330,6562330,59.5,6023,5852,93
GCF_020883495.1,Bacteria,bacteria,Shinella zoogloeoides,352475,Complete Genome,representative genome,0.34237872,10,0.234381123,22,96.861607769,0.482959542,4848065,4848065,64.5,4735,4586,66
GCF_000026745.1,Bacteria,bacteria,Streptococcus suis BM407,568814,Complete Genome,representative genome,0.193018194,9,0.234335896,21,96.149841899,0.433805807,2170808,2170808,41.0,2135,2000,72
GCF_000732925.1,Bacteria,bacteria,Amycolatopsis japonica,208439,Complete Genome,representative genome,0.280781599,10,0.126057623,23,98.978331008,0.32404651,9053857,9053857,69.0,8603,8460,71
GCF_020546525.1,Bacteria,bacteria,Lysinibacillus sphaericus,1421,Chromosome,representative genome,0.124449939,10,0.20375129,22,96.823745671,0.563263587,4739908,4730803,37.0,4686,4487,132
GCF_024346995.1,Bacteria,bacteria,Vibrio palustris,1918946,Complete Genome,representative genome,0.191855062,9,0.194560478,21,98.014075152,0.312153877,3736840,3736840,43.5,3453,3276,146
GCF_015245355.1,Bacteria,bacteria,Anabaenopsis elenkinii CCIBt3563,2779889,Chromosome,representative genome,0.244955209,10,0.378532859,22,90.074537996,0.58739386,4495168,4455636,42.0,3914,3734,61
GCF_008189685.1,Bacteria,bacteria,Candidatus Sneabacter namystus,2601646,Chromosome,representative genome,0.100738789,8,0.156244539,19,98.53596184,0.386489814,633143,632943,35.0,624,578,39
GCF_021283545.2,Bacteria,bacteria,Pseudomonas alloputida,1940621,Complete Genome,representative genome,0.311997807,10,0.240321142,22,96.914099302,0.468523054,6438596,6438596,61.5,5953,5723,102
GCF_000517305.1,Bacteria,bacteria,Pseudomonas cichorii JBC1,1441629,Complete Genome,representative genome,0.354075732,9,0.166918807,22,97.919124489,0.224594168,5986012,5986012,58.0,5175,5038,88
GCF_002804165.1,Bacteria,bacteria,Streptomyces cavourensis,67258,Complete Genome,representative genome,0.2366169,10,0.120241841,22,99.108197893,0.321151675,7600475,7600475,72.0,6541,6339,86
GCF_000948985.2,Bacteria,bacteria,Thalassomonas viridans,137584,Complete Genome,representative genome,0.532706204,9,0.252234177,22,95.736155071,0.184380477,7945408,7945408,49.0,6854,6642,150
GCF_000988745.2,Bacteria,bacteria,Moraxella bovoculi,386891,Complete Genome,representative genome,0.402737572,8,0.206305763,21,97.104620599,0.173742842,2141970,2141970,45.5,2033,1928,65
GCF_000632475.1,Bacteria,bacteria,Azospirillum argentinense,2970906,Complete Genome,representative genome,0.276623321,10,0.188244172,22,97.986289046,0.372552358,7391279,7391255,68.5,6722,6512,117
GCF_022637475.1,Bacteria,bacteria,Rahnella aceris,2703885,Complete Genome,representative genome,0.484704022,8,0.173082091,22,98.290126404,0.084988613,5430172,5430172,52.5,5016,4847,110
GCF_002023665.2,Bacteria,bacteria,Elizabethkingia anophelis R26,1246994,Complete Genome,representative genome,0.158258574,10,0.142236145,21,98.733456702,0.572166632,4058311,4058311,35.5,3763,3681,71
GCF_000195335.1,Bacteria,bacteria,Marinithermus hydrothermalis DSM 14884,869210,Complete Genome,representative genome,0.23457766,9,0.274637097,21,97.048009671,0.360073661,2269167,2269167,68.0,2283,2195,60
GCF_022811645.1,Bacteria,bacteria,Hymenobacter monticola,1705399,Complete Genome,representative genome,0.327594005,10,0.103860619,22,99.30870531,0.475579928,6124749,6124749,62.0,5167,5091,57
GCF_000012325.1,Bacteria,bacteria,Colwellia psychrerythraea 34H,167879,Complete Genome,representative genome,0.162122627,10,0.210718288,22,97.528120794,0.535814022,5373180,5373180,38.0,4577,4417,120
GCF_000178975.2,Bacteria,bacteria,Granulicella tundricola MP5ACTX9,1198114,Complete Genome,representative genome,0.236322889,10,0.177401948,22,98.450813956,0.530575302,5503984,5503984,60.0,4705,4604,53
GCF_008704495.1,Bacteria,bacteria,Streptomyces kanamyceticus,1967,Complete Genome,representative genome,0.234822571,10,0.155418189,23,98.243761641,0.291477837,10133897,10133897,71.0,8784,8529,89
GCF_029714545.1,Bacteria,bacteria,Bradyrhizobium pachyrhizi,280333,Complete Genome,representative genome,0.3110302,10,0.147607118,23,98.604068641,0.384531234,8851675,8851675,64.0,8341,8094,61
GCF_000224965.2,Bacteria,bacteria,Bifidobacterium animalis subsp. lactis BLC1,1075106,Complete Genome,representative genome,0.309379853,9,0.175594585,20,98.348261057,0.43623825,1938583,1938583,60.5,1619,1539,67
GCF_005083985.2,Bacteria,bacteria,Caminibacter pacificus,1424653,Complete Genome,representative genome,0.20310382,9,0.123050237,20,98.613270668,0.424493526,1871566,1871566,34.0,2038,1967,63
GCF_019904175.1,Bacteria,bacteria,Dactylosporangium vinaceum,53362,Complete Genome,representative genome,0.234020936,10,0.127344828,23,98.804971687,0.260182738,11959907,11959907,72.5,10781,10541,89
GCF_003966755.1,Bacteria,bacteria,Candidatus Rickettsiella viridis,676208,Complete Genome,representative genome,0.129562056,9,0.253417409,20,93.523705225,0.513995515,1579735,1579735,39.5,1448,1382,54
GCF_002237575.1,Bacteria,bacteria,Spiroplasma corruscae,216934,Complete Genome,representative genome,0.069328188,8,0.114414935,20,98.855139586,0.22821865,1204639,1204639,25.5,1072,1032,35
GCF_000217815.1,Bacteria,bacteria,Pseudothermotoga thermarum DSM 5069,688269,Complete Genome,representative genome,0.275927256,9,0.186602308,20,98.55371992,0.440663713,2039943,2039943,40.5,2072,2001,52
GCF_000024465.1,Bacteria,bacteria,Candidatus Puniceispirillum marinum IMCC1322,488538,Complete Genome,representative genome,0.499112214,8,0.090053803,21,99.481933403,0.14439509,2753527,2753527,49.0,2604,2547,43
GCF_900637205.1,Bacteria,bacteria,Mycolicibacterium chitae,1792,Complete Genome,representative genome,0.268520239,10,0.14822111,22,98.335221618,0.418899713,5461769,5461769,69.0,5237,5103,55
GCF_027924165.1,Bacteria,bacteria,Polynucleobacter yangtzensis,1743159,Complete Genome,representative genome,0.314467319,8,0.264862265,20,98.403656939,0.183764262,1976099,1976099,45.5,1989,1929,45
GCF_002224365.1,Bacteria,bacteria,Virgibacillus necropolis,163877,Complete Genome,representative genome,0.111986132,10,0.199969742,22,98.023401572,0.588881947,4337422,4337422,37.5,4194,4043,90
GCF_015097055.1,Bacteria,bacteria,Effusibacillus dendaii,2743772,Complete Genome,representative genome,0.403781892,8,0.201232308,21,97.695269156,0.120302322,3454394,3454394,48.0,3674,3437,117
GCF_009586235.1,Bacteria,bacteria,Burkholderia cepacia,292,Complete Genome,representative genome,0.343836468,10,0.127371871,22,98.7897885,0.356176796,8366868,8366868,67.0,7632,7430,92
GCF_001683355.1,Bacteria,bacteria,Prevotella scopos JCM 17725,1236518,Chromosome,representative genome,0.177520915,9,0.29067154,21,95.45617877,0.334063461,3303745,3300907,40.5,2636,2481,64
GCF_019453995.1,Bacteria,bacteria,Candidatus Rhabdochlamydia oedothoracis,2720720,Complete Genome,representative genome,0.253062412,9,0.532723686,20,75.958218853,0.4305335,1918130,1918130,36.0,2105,1785,46
GCF_000317535.1,Bacteria,bacteria,Cylindrospermum stagnale PCC 7417,56107,Chromosome,representative genome,0.238749185,10,0.222283086,22,96.328376295,0.460923714,7610589,7610389,42.0,6575,6298,90
GCF_006542685.1,Bacteria,bacteria,Alistipes dispar,2585119,Complete Genome,representative genome,0.331902159,9,0.082930036,21,99.311696501,0.342534009,2962376,2962376,61.5,2478,2403,55
GCF_000243395.2,Bacteria,bacteria,Saccharomonospora glauca K62,928724,Chromosome,representative genome,0.254070264,10,0.101557188,22,99.335170876,0.449664127,4564108,4563208,69.0,4351,4241,57
GCF_024347115.1,Bacteria,bacteria,Vibrio ruber,184755,Complete Genome,representative genome,0.320638263,9,0.279199666,22,95.29840299,0.267918606,4687428,4687428,46.0,4062,3896,118
GCF_012563545.1,Bacteria,bacteria,Arcanobacterium buesumense,2722751,Complete Genome,representative genome,0.281633663,7,0.136975064,20,98.707624434,0.061681408,1941174,1941174,49.0,1788,1711,65
GCF_001746835.1,Bacteria,bacteria,Lacunisphaera limnophila,1838286,Complete Genome,representative genome,0.224109588,10,0.076860481,22,99.538061798,0.521211843,4199284,4199284,66.5,3580,3519,51
GCF_030408775.1,Bacteria,bacteria,Corynebacterium fournieri,1852390,Complete Genome,representative genome,0.231054082,9,0.158235955,21,97.842092114,0.377460511,2389603,2389603,65.0,2270,2177,67
